Date,Meal,Food_Item,Calories,Protein_g,Carbs_g,Fat_g,Meal_Time,Water_ml
2025-04-23,Breakfast,Smoothie,501.0,42.2,25.5,11.3,08:00,1888.0
2025-04-23,Lunch,,,,,,,
2025-04-23,Supper,,,,,,,
2025-04-23,Dinner,Tofu,647.0,15.1,38.0,,20:30,
2025-04-24,Breakfast,Poha,671.0,40.3,67.0,,08:00,1221.0
2025-04-24,Lunch,Rice,348.0,25.9,58.0,17.2,13:00,539.0
2025-04-24,Supper,,,,,,,
2025-04-24,Dinner,,,,,,,
2025-04-25,Breakfast,Pancakes,272.0,35.0,,32.8,08:00,635.0
2025-04-25,Lunch,Chicken,256.0,39.1,68.8,24.4,13:00,476.0
2025-04-25,Supper,Sandwich,502.0,24.4,51.3,30.0,17:00,
2025-04-25,Dinner,Khichdi,330.0,28.4,85.2,9.5,20:30,
2025-04-26,Breakfast,,,,,,,
2025-04-26,Lunch,Curd,406.0,,,24.9,13:00,1605.0
2025-04-26,Supper,,,,,,,
2025-04-26,Dinner,Fish,397.0,42.2,,,20:30,147.0
2025-04-27,Breakfast,Toast,253.0,29.7,,26.9,08:00,154.0
2025-04-27,Lunch,Curd,487.0,15.2,60.7,,13:00,1118.0
2025-04-27,Supper,Yogurt,692.0,13.3,57.4,13.1,17:00,1389.0
2025-04-27,Dinner,Khichdi,503.0,31.1,81.7,11.9,20:30,
2025-04-28,Breakfast,Poha,591.0,20.0,48.7,22.3,08:00,118.0
2025-04-28,Lunch,Dal,602.0,22.9,,,13:00,248.0
2025-04-28,Supper,Sandwich,568.0,44.9,40.7,9.6,17:00,1056.0
2025-04-28,Dinner,Vegetables,455.0,22.3,80.7,23.6,20:30,660.0
2025-04-29,Breakfast,,,,,,,
2025-04-29,Lunch,Chicken,562.0,,,21.1,,66.0
2025-04-29,Supper,Nuts,288.0,27.5,88.4,13.3,17:00,5.0
2025-04-29,Dinner,Tofu,566.0,39.8,39.9,18.2,20:30,3067.0
2025-04-30,Breakfast,Pancakes,596.0,28.9,29.0,8.0,08:00,380.0
2025-04-30,Lunch,Paneer,363.0,22.9,34.3,28.3,13:00,55.0
2025-04-30,Supper,Sprouts,506.0,25.8,,25.6,17:00,
2025-04-30,Dinner,Khichdi,649.0,29.6,44.0,26.5,20:30,60.0
2025-05-01,Breakfast,Smoothie,536.0,34.5,43.9,20.9,08:00,
2025-05-01,Lunch,Salad,663.0,38.7,64.6,,13:00,1298.0
2025-05-01,Supper,Yogurt,389.0,11.7,83.9,,17:00,562.0
2025-05-01,Dinner,Vegetables,560.0,28.3,34.0,15.7,20:30,259.0
2025-05-02,Breakfast,,,,,,,
2025-05-02,Lunch,Curd,258.0,14.0,78.4,26.9,13:00,83.0
2025-05-02,Supper,Fruit,469.0,23.3,53.7,11.8,17:00,641.0
2025-05-02,Dinner,Vegetables,293.0,43.0,86.6,19.3,,1111.0
2025-05-03,Breakfast,,,,,,,
2025-05-03,Lunch,Dal,505.0,28.2,66.4,32.3,13:00,
2025-05-03,Supper,Sandwich,535.0,37.6,61.0,,17:00,552.0
2025-05-03,Dinner,,,,,,,
2025-05-04,Breakfast,,,,,,,
2025-05-04,Lunch,Chicken,406.0,36.7,45.7,18.1,13:00,976.0
2025-05-04,Supper,Fruit,526.0,13.8,68.6,28.0,17:00,577.0
2025-05-04,Dinner,Vegetables,496.0,29.7,53.8,24.0,20:30,817.0
2025-05-05,Breakfast,Pancakes,380.0,25.3,83.3,28.1,08:00,943.0
2025-05-05,Lunch,Paneer,467.0,38.6,53.0,32.7,13:00,287.0
2025-05-05,Supper,Yogurt,597.0,24.6,81.0,29.5,,440.0
2025-05-05,Dinner,Vegetables,424.0,33.6,40.3,32.6,20:30,261.0
2025-05-06,Breakfast,Poha,625.0,12.5,53.8,16.2,08:00,
2025-05-06,Lunch,Rice,262.0,41.1,80.6,23.1,13:00,1457.0
2025-05-06,Supper,Yogurt,673.0,28.7,26.7,33.8,17:00,44.0
2025-05-06,Dinner,Roti,370.0,25.0,,15.3,20:30,607.0
2025-05-07,Breakfast,Eggs,473.0,33.1,74.5,,08:00,819.0
2025-05-07,Lunch,Dal,318.0,14.8,35.4,15.5,13:00,92.0
2025-05-07,Supper,Sandwich,696.0,30.8,,11.7,17:00,367.0
2025-05-07,Dinner,Roti,623.0,,44.8,28.8,20:30,906.0
2025-05-08,Breakfast,Poha,366.0,11.8,74.8,,08:00,304.0
2025-05-08,Lunch,,,,,,,
2025-05-08,Supper,,,,,,,
2025-05-08,Dinner,Roti,326.0,43.8,70.4,27.1,20:30,
2025-05-09,Breakfast,Oats,433.0,25.4,,19.2,08:00,362.0
2025-05-09,Lunch,Rice,395.0,30.3,,22.7,13:00,959.0
2025-05-09,Supper,Sandwich,262.0,,86.4,34.6,17:00,777.0
2025-05-09,Dinner,Soup,393.0,29.7,59.1,23.6,20:30,99.0
2025-05-10,Breakfast,Eggs,413.0,25.8,78.9,11.9,08:00,122.0
2025-05-10,Lunch,Curd,261.0,,64.5,,13:00,1595.0
2025-05-10,Supper,Sandwich,360.0,14.5,89.2,20.4,17:00,1556.0
2025-05-10,Dinner,Roti,287.0,42.8,64.8,21.4,20:30,188.0
2025-05-11,Breakfast,Oats,357.0,37.6,28.2,26.9,08:00,83.0
2025-05-11,Lunch,Salad,454.0,19.5,37.1,25.5,13:00,663.0
2025-05-11,Supper,,,,,,,
2025-05-11,Dinner,Roti,679.0,24.7,79.9,19.9,20:30,2296.0
2025-05-12,Breakfast,Pancakes,580.0,41.7,79.5,14.3,,1756.0
2025-05-12,Lunch,Salad,647.0,44.2,46.5,8.0,13:00,514.0
2025-05-12,Supper,Sandwich,643.0,35.3,47.5,,17:00,4.0
2025-05-12,Dinner,Vegetables,467.0,14.5,44.8,,20:30,
2025-05-13,Breakfast,Pancakes,462.0,12.2,43.8,32.0,08:00,34.0
2025-05-13,Lunch,Rice,383.0,18.9,68.9,17.1,13:00,121.0
2025-05-13,Supper,,,,,,,
2025-05-13,Dinner,,,,,,,
2025-05-14,Breakfast,,,,,,,
2025-05-14,Lunch,Curd,634.0,15.6,,34.8,13:00,665.0
2025-05-14,Supper,Fruit,267.0,18.3,36.2,,17:00,47.0
2025-05-14,Dinner,Tofu,259.0,24.8,46.1,31.4,20:30,
2025-05-15,Breakfast,,,,,,,
2025-05-15,Lunch,Chicken,580.0,26.4,,,13:00,673.0
2025-05-15,Supper,Sprouts,606.0,26.3,29.9,10.3,17:00,78.0
2025-05-15,Dinner,,,,,,,
2025-05-16,Breakfast,Oats,561.0,27.7,59.9,17.1,08:00,1007.0
2025-05-16,Lunch,Salad,365.0,41.0,55.6,,13:00,864.0
2025-05-16,Supper,Sprouts,540.0,34.7,47.8,21.1,17:00,690.0
2025-05-16,Dinner,,,,,,,
2025-05-17,Breakfast,,,,,,,
2025-05-17,Lunch,,,,,,,
2025-05-17,Supper,Yogurt,313.0,31.2,56.1,16.6,17:00,26.0
2025-05-17,Dinner,Fish,599.0,,85.7,10.2,20:30,438.0
2025-05-18,Breakfast,Pancakes,274.0,,67.5,19.9,08:00,
2025-05-18,Lunch,Paneer,293.0,,34.2,33.9,13:00,975.0
2025-05-18,Supper,Nuts,288.0,13.9,67.2,14.4,17:00,644.0
2025-05-18,Dinner,Khichdi,440.0,35.3,70.3,21.9,,173.0
2025-05-19,Breakfast,Smoothie,306.0,11.9,36.0,25.7,08:00,173.0
2025-05-19,Lunch,Curd,346.0,21.5,34.8,25.6,13:00,242.0
2025-05-19,Supper,Sprouts,633.0,44.8,55.9,27.4,17:00,279.0
2025-05-19,Dinner,,,,,,,
2025-05-20,Breakfast,Toast,495.0,,61.6,9.9,08:00,1098.0
2025-05-20,Lunch,,,,,,,
2025-05-20,Supper,Nuts,348.0,,39.7,20.3,17:00,129.0
2025-05-20,Dinner,,,,,,,
2025-05-21,Breakfast,Oats,631.0,23.6,44.6,14.0,08:00,
2025-05-21,Lunch,,,,,,,
2025-05-21,Supper,Nuts,447.0,21.1,,25.0,17:00,1459.0
2025-05-21,Dinner,Roti,556.0,,73.9,21.0,20:30,
2025-05-22,Breakfast,Poha,348.0,26.0,44.5,17.0,08:00,440.0
2025-05-22,Lunch,Rice,632.0,14.6,44.5,32.0,13:00,745.0
2025-05-22,Supper,,,,,,,
2025-05-22,Dinner,Fish,379.0,33.3,80.6,,20:30,166.0
2025-05-23,Breakfast,Smoothie,504.0,25.0,73.4,23.5,08:00,
2025-05-23,Lunch,Curd,537.0,22.3,52.1,15.0,13:00,283.0
2025-05-23,Supper,Sprouts,630.0,,,16.5,17:00,180.0
2025-05-23,Dinner,Tofu,404.0,40.0,83.4,,20:30,1062.0
2025-05-24,Breakfast,Poha,399.0,12.6,49.3,9.4,08:00,2056.0
2025-05-24,Lunch,Curd,632.0,23.5,84.2,13.0,13:00,381.0
2025-05-24,Supper,,,,,,,
2025-05-24,Dinner,,,,,,,
2025-05-25,Breakfast,Smoothie,252.0,22.7,86.7,18.8,08:00,
2025-05-25,Lunch,Rice,584.0,37.6,65.0,31.5,13:00,
2025-05-25,Supper,Nuts,255.0,36.9,26.9,15.8,17:00,806.0
2025-05-25,Dinner,Roti,344.0,28.3,,23.8,20:30,511.0
2025-05-26,Breakfast,,,,,,,
2025-05-26,Lunch,Chicken,293.0,34.5,27.8,30.2,13:00,446.0
2025-05-26,Supper,,,,,,,
2025-05-26,Dinner,Soup,472.0,41.5,70.8,12.5,20:30,150.0
2025-05-27,Breakfast,Oats,662.0,38.8,26.3,33.7,08:00,149.0
2025-05-27,Lunch,Curd,668.0,19.2,,24.3,13:00,350.0
2025-05-27,Supper,Yogurt,625.0,34.1,57.4,30.7,17:00,790.0
2025-05-27,Dinner,Soup,643.0,39.8,40.3,15.9,20:30,1779.0
2025-05-28,Breakfast,Eggs,378.0,39.1,68.8,16.7,08:00,286.0
2025-05-28,Lunch,Chicken,538.0,28.6,57.6,12.9,13:00,444.0
2025-05-28,Supper,Sprouts,304.0,27.1,37.0,19.9,17:00,192.0
2025-05-28,Dinner,Roti,450.0,27.7,73.3,30.7,20:30,931.0
2025-05-29,Breakfast,Pancakes,535.0,43.8,56.3,28.9,08:00,506.0
2025-05-29,Lunch,Curd,505.0,,83.8,17.4,13:00,363.0
2025-05-29,Supper,Yogurt,425.0,20.4,88.4,9.4,17:00,385.0
2025-05-29,Dinner,Soup,274.0,36.2,,31.7,20:30,1927.0
2025-05-30,Breakfast,Smoothie,642.0,,75.5,14.5,08:00,799.0
2025-05-30,Lunch,Chicken,262.0,21.7,36.2,33.2,13:00,333.0
2025-05-30,Supper,Fruit,453.0,26.5,60.9,12.2,17:00,545.0
2025-05-30,Dinner,Tofu,550.0,27.7,49.2,18.5,20:30,223.0
2025-05-31,Breakfast,,,,,,,
2025-05-31,Lunch,,,,,,,
2025-05-31,Supper,Nuts,275.0,38.2,73.0,,17:00,37.0
2025-05-31,Dinner,Vegetables,652.0,38.8,37.0,8.8,20:30,9.0
2025-06-01,Breakfast,,,,,,,
2025-06-01,Lunch,Paneer,347.0,16.9,,,13:00,2054.0
2025-06-01,Supper,Sandwich,671.0,12.0,49.3,29.2,17:00,877.0
2025-06-01,Dinner,Fish,265.0,37.8,70.0,26.9,20:30,12.0
2025-06-02,Breakfast,,,,,,,
2025-06-02,Lunch,Paneer,352.0,28.7,28.4,27.2,13:00,1037.0
2025-06-02,Supper,,,,,,,
2025-06-02,Dinner,Tofu,617.0,15.6,28.1,24.4,20:30,50.0
2025-06-03,Breakfast,,,,,,,
2025-06-03,Lunch,Dal,303.0,,59.1,20.1,13:00,875.0
2025-06-03,Supper,,,,,,,
2025-06-03,Dinner,Vegetables,315.0,19.5,34.7,16.6,20:30,704.0
2025-06-04,Breakfast,Pancakes,414.0,25.7,55.3,9.6,08:00,529.0
2025-06-04,Lunch,Paneer,587.0,28.1,54.9,9.5,13:00,12.0
2025-06-04,Supper,Sprouts,647.0,39.6,85.8,15.3,17:00,52.0
2025-06-04,Dinner,Vegetables,501.0,40.7,68.6,17.4,20:30,1339.0
2025-06-05,Breakfast,Oats,570.0,37.0,38.3,,08:00,26.0
2025-06-05,Lunch,Curd,528.0,,73.7,29.3,13:00,477.0
2025-06-05,Supper,Fruit,468.0,42.6,56.6,,17:00,1493.0
2025-06-05,Dinner,Khichdi,481.0,36.6,53.3,11.3,20:30,92.0
2025-06-06,Breakfast,Poha,356.0,15.7,,30.9,,112.0
2025-06-06,Lunch,Chicken,330.0,23.5,41.9,29.6,13:00,514.0
2025-06-06,Supper,,,,,,,
2025-06-06,Dinner,,,,,,,
2025-06-07,Breakfast,Eggs,314.0,42.3,25.1,22.9,08:00,
2025-06-07,Lunch,Curd,279.0,16.4,51.4,20.5,13:00,443.0
2025-06-07,Supper,Nuts,654.0,14.6,44.6,,17:00,534.0
2025-06-07,Dinner,,,,,,,
2025-06-08,Breakfast,Pancakes,262.0,36.4,74.0,24.7,08:00,1524.0
2025-06-08,Lunch,Paneer,256.0,16.5,42.2,11.7,13:00,177.0
2025-06-08,Supper,,,,,,,
2025-06-08,Dinner,,,,,,,
2025-06-09,Breakfast,Eggs,303.0,42.1,,8.4,08:00,228.0
2025-06-09,Lunch,,,,,,,
2025-06-09,Supper,Yogurt,600.0,,49.1,10.7,,1507.0
2025-06-09,Dinner,Fish,272.0,16.0,81.2,14.8,20:30,228.0
2025-06-10,Breakfast,,,,,,,
2025-06-10,Lunch,,,,,,,
2025-06-10,Supper,Nuts,477.0,17.3,,12.3,17:00,1990.0
2025-06-10,Dinner,Vegetables,543.0,11.0,55.0,23.4,20:30,3.0
2025-06-11,Breakfast,Oats,504.0,21.5,86.9,11.2,08:00,596.0
2025-06-11,Lunch,Chicken,494.0,36.7,57.3,9.2,13:00,717.0
2025-06-11,Supper,Sprouts,594.0,14.4,77.5,25.4,,974.0
2025-06-11,Dinner,Tofu,254.0,14.5,68.9,30.8,,1173.0
2025-06-12,Breakfast,Poha,557.0,19.0,40.0,14.8,08:00,352.0
2025-06-12,Lunch,Curd,369.0,15.9,36.4,21.3,13:00,136.0
2025-06-12,Supper,Sandwich,405.0,14.2,49.0,33.8,17:00,687.0
2025-06-12,Dinner,Roti,428.0,41.7,,25.2,20:30,2188.0
2025-06-13,Breakfast,Toast,405.0,41.9,82.6,21.5,08:00,356.0
2025-06-13,Lunch,Chicken,378.0,35.2,65.5,,13:00,604.0
2025-06-13,Supper,Yogurt,687.0,17.0,61.8,8.0,17:00,
2025-06-13,Dinner,Roti,594.0,32.6,66.4,9.5,20:30,232.0
2025-06-14,Breakfast,Oats,605.0,39.0,,11.6,08:00,1282.0
2025-06-14,Lunch,,,,,,,
2025-06-14,Supper,Fruit,548.0,43.9,72.5,12.3,17:00,109.0
2025-06-14,Dinner,Soup,602.0,36.2,77.6,16.8,20:30,234.0
2025-06-15,Breakfast,Pancakes,316.0,10.5,62.6,11.9,08:00,522.0
2025-06-15,Lunch,Salad,303.0,28.7,71.0,31.7,13:00,1197.0
2025-06-15,Supper,Yogurt,482.0,16.4,,33.8,17:00,1032.0
2025-06-15,Dinner,Soup,476.0,34.5,68.2,22.0,20:30,219.0
2025-06-16,Breakfast,Smoothie,267.0,30.5,75.2,11.4,,1700.0
2025-06-16,Lunch,Dal,666.0,18.7,89.1,,13:00,117.0
2025-06-16,Supper,Yogurt,335.0,37.0,67.2,21.9,17:00,269.0
2025-06-16,Dinner,Vegetables,281.0,22.6,26.3,9.2,20:30,1068.0
2025-06-17,Breakfast,Poha,685.0,40.6,65.5,29.8,08:00,417.0
2025-06-17,Lunch,Salad,659.0,36.6,88.1,9.4,13:00,81.0
2025-06-17,Supper,Fruit,406.0,,34.8,18.7,17:00,1235.0
2025-06-17,Dinner,Soup,251.0,25.0,35.4,21.5,20:30,526.0
2025-06-18,Breakfast,Pancakes,354.0,15.4,39.9,22.8,08:00,763.0
2025-06-18,Lunch,Rice,520.0,11.4,69.9,18.6,13:00,1479.0
2025-06-18,Supper,,,,,,,
2025-06-18,Dinner,,,,,,,
2025-06-19,Breakfast,,,,,,,
2025-06-19,Lunch,Dal,446.0,42.9,53.3,25.9,13:00,1066.0
2025-06-19,Supper,Sprouts,412.0,35.2,56.8,14.9,17:00,493.0
2025-06-19,Dinner,Khichdi,434.0,32.5,36.8,9.0,20:30,1252.0
2025-06-20,Breakfast,Poha,638.0,,57.2,19.4,08:00,414.0
2025-06-20,Lunch,Dal,624.0,28.1,62.7,33.8,13:00,726.0
2025-06-20,Supper,,,,,,,
2025-06-20,Dinner,Soup,282.0,,37.9,13.9,,1034.0
2025-06-21,Breakfast,Oats,684.0,40.0,49.4,19.6,08:00,234.0
2025-06-21,Lunch,Curd,283.0,14.1,65.0,,13:00,630.0
2025-06-21,Supper,Yogurt,647.0,14.1,79.5,29.3,17:00,693.0
2025-06-21,Dinner,Tofu,307.0,14.3,63.7,30.3,20:30,1452.0
2025-06-22,Breakfast,Toast,448.0,39.5,78.9,,08:00,1788.0
2025-06-22,Lunch,Salad,645.0,28.6,89.9,31.0,13:00,823.0
2025-06-22,Supper,Sprouts,591.0,40.8,65.6,11.7,17:00,546.0
2025-06-22,Dinner,Soup,569.0,35.7,84.7,,20:30,240.0
2025-06-23,Breakfast,Poha,583.0,32.9,46.0,33.2,08:00,1026.0
2025-06-23,Lunch,Paneer,429.0,28.8,,23.8,,1725.0
2025-06-23,Supper,,,,,,,
2025-06-23,Dinner,,,,,,,
2025-06-24,Breakfast,Oats,542.0,21.9,41.8,30.8,08:00,30.0
2025-06-24,Lunch,Chicken,552.0,30.4,39.9,23.5,13:00,472.0
2025-06-24,Supper,Sandwich,291.0,26.6,49.9,22.9,17:00,598.0
2025-06-24,Dinner,Soup,288.0,10.6,60.5,20.9,20:30,924.0
2025-06-25,Breakfast,Pancakes,305.0,40.0,38.2,16.8,08:00,
2025-06-25,Lunch,Curd,534.0,30.1,,16.7,13:00,2.0
2025-06-25,Supper,Nuts,605.0,18.4,63.1,,17:00,1386.0
2025-06-25,Dinner,Vegetables,508.0,11.0,28.1,28.4,20:30,
2025-06-26,Breakfast,,,,,,,
2025-06-26,Lunch,Chicken,671.0,38.2,65.2,23.6,,1528.0
2025-06-26,Supper,Sandwich,616.0,21.8,29.9,21.3,17:00,224.0
2025-06-26,Dinner,,,,,,,
2025-06-27,Breakfast,Oats,361.0,28.6,76.0,,08:00,29.0
2025-06-27,Lunch,Curd,633.0,12.5,31.2,15.6,,
2025-06-27,Supper,Sandwich,566.0,21.9,42.9,15.6,17:00,1338.0
2025-06-27,Dinner,Fish,566.0,39.9,25.5,15.1,20:30,602.0
2025-06-28,Breakfast,Poha,544.0,15.2,78.2,,08:00,
2025-06-28,Lunch,Chicken,289.0,23.6,32.2,11.4,13:00,337.0
2025-06-28,Supper,,,,,,,
2025-06-28,Dinner,,,,,,,
2025-06-29,Breakfast,,,,,,,
2025-06-29,Lunch,Dal,480.0,29.9,32.6,20.9,,2275.0
2025-06-29,Supper,Sandwich,271.0,,80.3,14.0,17:00,32.0
2025-06-29,Dinner,,,,,,,
2025-06-30,Breakfast,,,,,,,
2025-06-30,Lunch,Curd,556.0,22.3,80.3,23.5,13:00,1950.0
2025-06-30,Supper,Sprouts,310.0,,52.4,23.3,17:00,138.0
2025-06-30,Dinner,,,,,,,
2025-07-01,Breakfast,,,,,,,
2025-07-01,Lunch,,,,,,,
2025-07-01,Supper,Nuts,390.0,18.4,66.0,19.2,17:00,63.0
2025-07-01,Dinner,Khichdi,288.0,35.9,35.4,25.9,20:30,227.0
2025-07-02,Breakfast,Oats,628.0,26.2,83.0,27.4,08:00,2021.0
2025-07-02,Lunch,Salad,664.0,15.6,83.0,9.9,13:00,
2025-07-02,Supper,,,,,,,
2025-07-02,Dinner,Vegetables,324.0,32.3,33.7,24.7,20:30,104.0
2025-07-03,Breakfast,Smoothie,557.0,28.2,33.8,20.7,08:00,611.0
2025-07-03,Lunch,Curd,686.0,33.2,41.9,20.0,13:00,
2025-07-03,Supper,Fruit,564.0,16.5,55.3,21.6,17:00,610.0
2025-07-03,Dinner,Soup,632.0,41.0,74.4,18.8,20:30,1079.0
2025-07-04,Breakfast,Pancakes,279.0,18.7,,19.0,08:00,577.0
2025-07-04,Lunch,Chicken,262.0,34.7,,13.4,13:00,
2025-07-04,Supper,Fruit,651.0,,31.0,16.1,17:00,576.0
2025-07-04,Dinner,,,,,,,
2025-07-05,Breakfast,,,,,,,
2025-07-05,Lunch,,,,,,,
2025-07-05,Supper,Sprouts,433.0,18.1,40.5,27.9,,1866.0
2025-07-05,Dinner,Fish,510.0,21.0,51.0,9.5,20:30,16.0
2025-07-06,Breakfast,Smoothie,531.0,33.9,64.2,13.8,08:00,1509.0
2025-07-06,Lunch,Salad,273.0,,57.2,32.7,13:00,250.0
2025-07-06,Supper,Fruit,642.0,24.5,85.8,27.8,17:00,143.0
2025-07-06,Dinner,Vegetables,283.0,16.0,50.8,29.9,20:30,1110.0
2025-07-07,Breakfast,,,,,,,
2025-07-07,Lunch,Paneer,460.0,20.2,47.4,16.7,13:00,2343.0
2025-07-07,Supper,Sandwich,623.0,16.2,71.9,24.0,17:00,606.0
2025-07-07,Dinner,,,,,,,
2025-07-08,Breakfast,Oats,265.0,35.7,83.1,33.1,08:00,636.0
2025-07-08,Lunch,Salad,363.0,,,32.8,13:00,366.0
2025-07-08,Supper,Yogurt,436.0,37.1,82.0,18.0,17:00,262.0
2025-07-08,Dinner,,,,,,,
2025-07-09,Breakfast,Poha,409.0,30.6,45.4,31.1,,616.0
2025-07-09,Lunch,Rice,271.0,16.3,31.0,21.9,13:00,93.0
2025-07-09,Supper,,,,,,,
2025-07-09,Dinner,,,,,,,
2025-07-10,Breakfast,Oats,647.0,31.5,30.7,31.1,08:00,1454.0
2025-07-10,Lunch,Paneer,417.0,26.8,54.8,11.9,13:00,276.0
2025-07-10,Supper,Nuts,291.0,18.6,31.1,28.8,17:00,197.0
2025-07-10,Dinner,,,,,,,
2025-07-11,Breakfast,,,,,,,
2025-07-11,Lunch,Paneer,528.0,23.3,73.4,,13:00,320.0
2025-07-11,Supper,Sandwich,352.0,42.2,25.5,,17:00,
2025-07-11,Dinner,Vegetables,413.0,35.6,,27.6,20:30,146.0
2025-07-12,Breakfast,Smoothie,644.0,20.3,30.2,18.8,08:00,183.0
2025-07-12,Lunch,Salad,352.0,36.6,47.7,,13:00,
2025-07-12,Supper,Sandwich,438.0,14.3,85.5,12.4,17:00,1557.0
2025-07-12,Dinner,Tofu,599.0,24.4,46.8,23.4,,
2025-07-13,Breakfast,Oats,649.0,32.9,73.5,26.8,08:00,1888.0
2025-07-13,Lunch,Dal,399.0,16.2,75.7,31.4,13:00,335.0
2025-07-13,Supper,,,,,,,
2025-07-13,Dinner,,,,,,,
2025-07-14,Breakfast,Oats,527.0,10.9,71.7,32.4,08:00,
2025-07-14,Lunch,Rice,362.0,31.9,,15.2,13:00,282.0
2025-07-14,Supper,Sandwich,374.0,11.1,52.3,13.1,,435.0
2025-07-14,Dinner,Fish,336.0,44.7,,29.7,20:30,954.0
2025-07-15,Breakfast,Eggs,301.0,20.2,75.4,,08:00,884.0
2025-07-15,Lunch,,,,,,,
2025-07-15,Supper,Sandwich,426.0,38.2,80.8,13.1,17:00,752.0
2025-07-15,Dinner,,,,,,,
2025-07-16,Breakfast,,,,,,,
2025-07-16,Lunch,Salad,452.0,41.7,54.8,10.8,13:00,1995.0
2025-07-16,Supper,Fruit,580.0,34.6,48.6,28.8,17:00,715.0
2025-07-16,Dinner,Khichdi,476.0,23.9,48.7,15.5,20:30,427.0
2025-07-17,Breakfast,Eggs,331.0,24.1,79.5,,08:00,1122.0
2025-07-17,Lunch,,,,,,,
2025-07-17,Supper,Sprouts,461.0,,42.7,14.0,17:00,58.0
2025-07-17,Dinner,,,,,,,
2025-07-18,Breakfast,Oats,539.0,29.3,67.8,23.9,08:00,785.0
2025-07-18,Lunch,,,,,,,
2025-07-18,Supper,Sprouts,549.0,20.9,41.5,,17:00,718.0
2025-07-18,Dinner,Tofu,449.0,18.2,56.2,16.6,20:30,424.0
2025-07-19,Breakfast,Poha,356.0,14.6,39.8,26.3,08:00,321.0
2025-07-19,Lunch,Rice,252.0,35.5,,9.9,13:00,
2025-07-19,Supper,,,,,,,
2025-07-19,Dinner,,,,,,,
2025-07-20,Breakfast,,,,,,,
2025-07-20,Lunch,Paneer,498.0,44.3,89.0,20.7,13:00,1556.0
2025-07-20,Supper,,,,,,,
2025-07-20,Dinner,Tofu,371.0,10.6,89.9,,20:30,
2025-07-21,Breakfast,Poha,572.0,13.7,56.7,12.5,08:00,372.0
2025-07-21,Lunch,,,,,,,
2025-07-21,Supper,Sprouts,418.0,,56.6,22.5,17:00,1307.0
2025-07-21,Dinner,Roti,592.0,28.8,38.8,20.2,20:30,842.0
2025-07-22,Breakfast,Smoothie,638.0,44.7,29.5,,08:00,143.0
2025-07-22,Lunch,,,,,,,
2025-07-22,Supper,Sandwich,611.0,34.2,54.7,30.2,17:00,977.0
2025-07-22,Dinner,Fish,328.0,35.2,35.2,31.5,20:30,255.0
2025-07-23,Breakfast,Smoothie,454.0,11.2,31.5,27.9,08:00,132.0
2025-07-23,Lunch,Dal,437.0,34.3,55.7,19.4,13:00,910.0
2025-07-23,Supper,Fruit,316.0,21.6,35.2,14.4,,1358.0
2025-07-23,Dinner,Fish,607.0,27.9,53.3,16.5,,1027.0
2025-07-24,Breakfast,Smoothie,380.0,16.6,69.8,26.8,08:00,68.0
2025-07-24,Lunch,Dal,572.0,22.4,71.7,24.7,,465.0
2025-07-24,Supper,Yogurt,303.0,27.1,67.3,13.4,17:00,197.0
2025-07-24,Dinner,Vegetables,689.0,27.5,82.0,11.2,20:30,
2025-07-25,Breakfast,Oats,656.0,14.8,,16.9,08:00,906.0
2025-07-25,Lunch,Rice,519.0,15.4,43.7,16.0,13:00,200.0
2025-07-25,Supper,,,,,,,
2025-07-25,Dinner,,,,,,,
2025-07-26,Breakfast,Toast,546.0,17.1,36.4,31.4,08:00,
2025-07-26,Lunch,Dal,603.0,28.1,,23.4,13:00,581.0
2025-07-26,Supper,,,,,,,
2025-07-26,Dinner,,,,,,,
2025-07-27,Breakfast,Poha,331.0,30.5,34.7,26.0,08:00,
2025-07-27,Lunch,Paneer,331.0,29.4,74.0,31.7,13:00,496.0
2025-07-27,Supper,Sprouts,664.0,19.8,46.3,21.7,17:00,1173.0
2025-07-27,Dinner,Khichdi,499.0,24.7,31.7,31.0,20:30,726.0
2025-07-28,Breakfast,Poha,405.0,19.5,77.8,17.4,08:00,
2025-07-28,Lunch,,,,,,,
2025-07-28,Supper,Fruit,344.0,41.8,83.4,20.2,17:00,111.0
2025-07-28,Dinner,,,,,,,
2025-07-29,Breakfast,,,,,,,
2025-07-29,Lunch,Paneer,655.0,18.3,64.7,21.5,13:00,638.0
2025-07-29,Supper,Sandwich,356.0,,60.9,24.9,17:00,1022.0
2025-07-29,Dinner,,,,,,,
2025-07-30,Breakfast,Pancakes,632.0,22.1,65.3,20.1,08:00,
2025-07-30,Lunch,Salad,546.0,19.1,58.8,26.9,13:00,54.0
2025-07-30,Supper,Nuts,543.0,16.0,63.1,29.6,17:00,139.0
2025-07-30,Dinner,Soup,684.0,35.5,,25.5,20:30,
2025-07-31,Breakfast,Poha,286.0,44.5,77.5,32.7,,
2025-07-31,Lunch,Curd,586.0,29.5,50.5,22.9,13:00,709.0
2025-07-31,Supper,,,,,,,
2025-07-31,Dinner,Tofu,524.0,25.0,31.3,11.1,20:30,21.0
2025-08-01,Breakfast,,,,,,,
2025-08-01,Lunch,Chicken,600.0,10.3,28.1,,,835.0
2025-08-01,Supper,,,,,,,
2025-08-01,Dinner,Tofu,660.0,,31.9,12.1,20:30,760.0
